Claim_ID,Damage_Category,Sub_Detail,Property_Type,Region,US_State,Distance_From_Listing_M,Num_Guests,Children_Present,Elderly_Only_Group,Party_Flag,Pet_Present,Pet_Caused_Damage,Guest_Claim,Evidence_Available,Evidence_Type_Reviewed,Reporting_Delay_Hours,Reporting_Window_Status,Item_Age_Years,Depreciation_Applicable,Depreciation_Pct_Applied,Date_Reported,Date_Resolved,Resolution_Days,Estimated_Damage_USD,Outcome,Resolution_Type,Decision_Basis,Amount_Charged_to_Guest_USD,AirCover_Host_Reimbursement_USD
ACH-0179,Missing Item,,Apartment,North America - US,CA,4.3,4,No,No,Yes,No,No,No damage at checkout,Yes,Guest: checkout photo/video,10,Within Window - 48 Hrs or Less,4.9,Yes,0.588,2024-05-28,2024-05-29,1,977.68,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (58%),402.8,402.8
ACH-0180,Linen/Bedding Stain,General Stain (washable),Apartment,North America - US,NC,18.2,4,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,137,Within Window - Days 3-7,0,N/A,0,2023-08-26,2023-08-30,4,20.7,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0181,Linen/Bedding Stain,Blood Stain (hard to remove),Villa,Europe - UK,,9.5,3,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,46,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-18,2023-10-25,7,119.43,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0182,Appliance Damage,,House,Europe - EU,,15.6,1,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,152,Within Window - Days 3-7,3.8,Yes,0.456,2024-02-04,2024-02-09,5,858.8,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0183,Kitchenware Breakage,,Villa,Asia Pacific,,8.1,2,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,168,Within Window - Days 3-7,0,N/A,0,2024-09-06,2024-09-09,3,274.54,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,274.54,274.54
ACH-0184,Kitchenware Breakage,,Condo,Europe - EU,,7.8,5,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,89,Within Window - Days 3-7,0,N/A,0,2024-05-31,2024-06-01,1,315.33,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0185,Appliance Damage,,Condo,North America - US,NY,7.1,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,35,Within Window - 48 Hrs or Less,7.7,Yes,0.8,2024-02-13,2024-02-19,6,1887.32,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",377.46,377.46
ACH-0186,Scratch Damage,Major Scratch (Affects Aesthetics),House,North America - US,CA,19.3,4,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,36,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-19,2023-11-08,20,371.67,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",371.67,371.67
ACH-0187,Electronics Damage,,Condo,Australia/NZ,,15.3,4,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,122,Within Window - Days 3-7,6.3,Yes,0.756,2024-08-31,2024-09-09,9,169.86,Charged,Replacement,"Damage Confirmed - Repair Costlier Than Replacement, Replace",41.45,41.45
ACH-0188,Scratch Damage,Major Scratch (Affects Aesthetics),Villa,Europe - EU,,8.2,7,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,13,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-21,2023-10-23,2,797.3,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",797.3,797.3
ACH-0189,Electronics Damage,,House,Europe - UK,,9.3,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,3,Within Window - 48 Hrs or Less,1.0,Yes,0.12,2024-01-07,2024-01-09,2,259.77,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",190.93,190.93
ACH-0190,Missing Item,,House,North America - US,TX,7.4,2,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,443,Outside 14-Day Window (Rejected),2.2,Yes,0.264,2024-06-11,2024-06-14,3,852.01,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0191,Electronics Damage,,Cabin,North America - Canada,,9.8,5,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,6,Within Window - 48 Hrs or Less,7.7,Yes,0.8,2023-10-10,2023-10-20,10,467.99,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0192,Deep Cleaning Required,,Condo,Asia Pacific,,3.0,5,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),6,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-31,2023-09-09,9,391.74,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0193,Electronics Damage,,Condo,North America - US,CO,15.9,2,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,281,Within Window - Days 8-14,3.0,Yes,0.36,2023-10-31,2023-11-15,15,3067.53,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,1963.22,1963.22
ACH-0194,Linen/Bedding Stain,Blood Stain (hard to remove),House,North America - US,NY,9.7,7,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,184,Within Window - Days 8-14,0,N/A,0,2023-10-29,2023-10-30,1,98.6,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,98.6,98.6
ACH-0195,Carpet/Flooring Damage,,House,Australia/NZ,,64.6,1,Yes,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,103,Within Window - Days 3-7,0,N/A,0,2024-01-18,2024-01-19,1,612.98,Charged,Reimbursement,Group Composition Risk - Children Present,612.98,612.98
ACH-0196,Carpet/Flooring Damage,,Cabin,North America - US,CA,12.0,7,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,39,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-01,2023-09-03,2,3652.7,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0197,Appliance Damage,,Villa,Asia Pacific,,11.2,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,5,Within Window - 48 Hrs or Less,7.7,Yes,0.8,2023-12-30,2024-01-01,2,1515.7,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",107.61,107.61
ACH-0198,Missing Item,,Apartment,Australia/NZ,,15.7,7,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,5,Within Window - 48 Hrs or Less,2.8,Yes,0.336,2023-10-23,2023-10-30,7,601.11,Waived,N/A,Missing Item - No Pre-Checkin Proof of Existence,0,0
ACH-0199,Scratch Damage,Minor Scratch,Condo,Australia/NZ,,8.0,6,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),1,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-03,2023-08-11,8,74.84,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0200,Pet Damage,,Apartment,Australia/NZ,,90.1,8,No,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,44,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-22,2023-10-25,3,1428.86,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,1428.86,1428.86
ACH-0201,Carpet/Flooring Damage,,House,Asia Pacific,,32.4,5,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,385,Outside 14-Day Window (Rejected),0,N/A,0,2024-09-13,2024-09-15,2,3263.08,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0202,Deep Cleaning Required,,Condo,North America - US,IL,16.9,4,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,30,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-22,2023-12-07,15,83.4,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0203,Electronics Damage,,Condo,North America - Canada,,8.4,4,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,113,Within Window - Days 3-7,4.6,Yes,0.552,2023-11-29,2023-12-04,5,1252.66,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,561.19,561.19
ACH-0204,Electronics Damage,,Cabin,Europe - UK,,109.1,4,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),1,Within Window - 48 Hrs or Less,2.8,Yes,0.336,2024-03-14,2024-03-23,9,1487.84,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0205,Electronics Damage,,Apartment,North America - Canada,,19.9,8,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),22,Within Window - 48 Hrs or Less,2.0,Yes,0.24,2023-08-06,2023-08-10,4,438.3,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0206,Furniture Damage,,Apartment,Europe - UK,,4.7,2,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,478,Outside 14-Day Window (Rejected),2.6,Yes,0.312,2024-02-02,2024-02-05,3,1662.8,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0207,Appliance Damage,,Villa,North America - Canada,,212.8,6,Yes,No,Yes,No,No,No damage at checkout,No,No photo/video evidence,280,Within Window - Days 8-14,1.5,Yes,0.18,2024-09-09,2024-09-17,8,1936.64,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0208,Wall/Ceiling Damage,Minor Scratch,Apartment,Europe - EU,,99.1,3,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,11,Within Window - 48 Hrs or Less,0,N/A,0,2024-03-06,2024-03-21,15,2770.47,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0209,Carpet/Flooring Damage,,Apartment,Asia Pacific,,11.0,4,No,No,No,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,307,Within Window - Days 8-14,0,N/A,0,2023-11-29,2023-12-18,19,4176.76,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0210,Linen/Bedding Stain,Torn Fabric,Cabin,Europe - UK,,19.2,8,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,134,Within Window - Days 3-7,0,N/A,0,2024-05-22,2024-05-25,3,95.43,Charged,Replacement,"Torn Fabric - Repair Costlier Than Replacement, Replace",95.43,95.43
ACH-0211,Scratch Damage,Minor Scratch,Cabin,Europe - EU,,19.6,4,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,424,Outside 14-Day Window (Rejected),0,N/A,0,2024-04-25,2024-04-26,1,536.32,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0212,Electronics Damage,,Villa,Australia/NZ,,4.2,3,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,15,Within Window - 48 Hrs or Less,1.8,Yes,0.216,2024-09-06,2024-09-07,1,2658.72,Charged,Reimbursement,Group Composition Risk - Children Present,2084.44,2084.44
ACH-0213,Furniture Damage,,Villa,Europe - EU,,1.3,8,No,Yes,No,No,No,Pre-existing condition,No,No photo/video evidence,103,Within Window - Days 3-7,2.1,Yes,0.252,2024-02-20,2024-02-28,8,2312.99,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,1730.12,1730.12
ACH-0214,Carpet/Flooring Damage,,Villa,Australia/NZ,,349.4,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,0,N/A,0,2023-12-03,2023-12-13,10,209.89,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0215,Missing Item,,Condo,North America - US,NY,14.6,4,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),4,Within Window - 48 Hrs or Less,3.3,Yes,0.396,2024-08-06,2024-08-08,2,2290.43,Waived,N/A,Guest Evidence Verified - Item Already Missing at Checkin,0,0
ACH-0216,Scratch Damage,Minor Scratch,Apartment,Europe - UK,,3.4,6,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,10,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-05,2024-07-14,9,111.67,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0217,Art & Valuables Damage,,Condo,North America - US,NY,5.9,5,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,0,Within Window - 48 Hrs or Less,2.2,No,0.0,2023-11-26,2023-11-29,3,1299.55,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0218,Appliance Damage,,Condo,Europe - UK,,97.7,1,Yes,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,32,Within Window - 48 Hrs or Less,5.4,Yes,0.648,2024-02-06,2024-02-17,11,836.27,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,294.37,294.37
ACH-0219,Linen/Bedding Stain,Torn Fabric,Cabin,North America - US,NY,7.1,4,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,5,Within Window - 48 Hrs or Less,0,N/A,0,2023-11-22,2023-11-23,1,107.93,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0220,Appliance Damage,,House,North America - US,NY,79.7,3,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),113,Within Window - Days 3-7,2.0,Yes,0.24,2023-09-23,2023-09-24,1,1453.86,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0221,Appliance Damage,,House,North America - US,CA,15.8,8,No,Yes,Yes,No,No,No damage at checkout,No,No photo/video evidence,96,Within Window - Days 3-7,4.0,Yes,0.48,2024-03-02,2024-03-10,8,1106.27,Charged,Reimbursement,Party Flagged - Damage Attributed to Event,575.26,575.26
ACH-0222,Wall/Ceiling Damage,Hole in Wall,Apartment,Europe - EU,,9.1,1,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,167,Within Window - Days 3-7,0,N/A,0,2023-12-05,2023-12-19,14,990.0,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,990.0,990.0
ACH-0223,Art & Valuables Damage,,Condo,North America - US,NY,39.7,8,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,84,Within Window - Days 3-7,6.7,No,0.0,2023-08-13,2023-08-18,5,7536.7,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0224,Electronics Damage,,Villa,Europe - UK,,4.2,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,129,Within Window - Days 3-7,2.5,Yes,0.3,2023-10-13,2023-10-16,3,2327.71,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0225,Pet Damage,,Condo,North America - US,AZ,6.5,4,Yes,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,4,Within Window - 48 Hrs or Less,0,N/A,0,2023-09-13,2023-09-14,1,204.23,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,204.23,204.23
ACH-0226,Electronics Damage,,Cabin,North America - US,AZ,7.8,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,272,Within Window - Days 8-14,1.4,Yes,0.168,2024-07-15,2024-07-30,15,3117.23,Charged,Replacement,"Damage Confirmed - Repair Costlier Than Replacement, Replace",2593.54,2593.54
ACH-0227,Linen/Bedding Stain,Blood Stain (hard to remove),Villa,Europe - UK,,17.0,7,Yes,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),215,Within Window - Days 8-14,0,N/A,0,2024-05-29,2024-06-01,3,342.72,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0228,Appliance Damage,,Apartment,North America - US,NY,12.9,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,260,Within Window - Days 8-14,0.6,Yes,0.072,2023-12-04,2023-12-13,9,1489.75,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0229,Kitchenware Breakage,,Condo,Australia/NZ,,89.7,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,2,Within Window - 48 Hrs or Less,0,N/A,0,2024-07-18,2024-07-28,10,216.23,Charged,Reimbursement,Group Composition Risk - Children Present,216.23,216.23
ACH-0230,Scratch Damage,Minor Scratch,Apartment,North America - US,CA,102.3,5,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,160,Within Window - Days 3-7,0,N/A,0,2023-11-01,2023-11-11,10,255.69,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0231,Kitchenware Breakage,,Cabin,North America - US,NY,1.0,1,No,Yes,No,Yes,No,No damage at checkout,No,No photo/video evidence,1,Within Window - 48 Hrs or Less,0,N/A,0,2024-03-29,2024-04-07,9,36.67,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,36.67,36.67
ACH-0232,Missing Item,,House,North America - US,CA,30.3,5,Yes,No,Yes,Yes,No,No damage at checkout,No,No photo/video evidence,130,Within Window - Days 3-7,8.0,Yes,0.8,2024-09-18,2024-09-27,9,2228.79,Charged,Reimbursement,Missing Item Confirmed - Depreciation Applied (80%),445.76,445.76
ACH-0233,Appliance Damage,,Apartment,North America - US,CO,14.7,8,No,No,No,Yes,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),98,Within Window - Days 3-7,5.8,Yes,0.696,2024-06-16,2024-06-19,3,1009.42,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0234,Kitchenware Breakage,,Villa,Europe - UK,,361.9,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,207,Within Window - Days 8-14,0,N/A,0,2023-08-13,2023-08-28,15,284.13,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0235,Furniture Damage,,Condo,Australia/NZ,,69.7,5,Yes,No,No,No,No,Pre-existing condition,No,No photo/video evidence,328,Within Window - Days 8-14,1.7,Yes,0.204,2024-06-30,2024-07-02,2,638.0,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,507.85,507.85
ACH-0236,Carpet/Flooring Damage,,House,North America - Canada,,210.4,6,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,28,Within Window - 48 Hrs or Less,0,N/A,0,2024-02-09,2024-02-14,5,1547.3,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0237,Pet Damage,,Condo,Europe - EU,,33.2,2,No,No,No,Yes,Yes,No damage at checkout,No,No photo/video evidence,30,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-21,2023-08-22,1,1223.69,Charged,Reimbursement,Prompt Reporting (Within 48 Hrs) - Host Claim Supported,1223.69,1223.69
ACH-0238,Scratch Damage,Minor Scratch,Cabin,North America - US,CA,18.3,1,Yes,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),166,Within Window - Days 3-7,0,N/A,0,2024-04-30,2024-05-03,3,149.75,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0239,Appliance Damage,,House,Europe - EU,,13.4,4,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,8,Within Window - 48 Hrs or Less,1.7,Yes,0.204,2024-06-20,2024-06-24,4,140.21,Charged,Reimbursement,Group Composition Risk - Children Present,111.61,111.61
ACH-0240,Electronics Damage,,Apartment,North America - US,AZ,12.8,3,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,327,Within Window - Days 8-14,4.0,Yes,0.48,2024-03-13,2024-03-22,9,3192.03,Charged,Replacement,"Damage Confirmed - Repair Costlier Than Replacement, Replace",1659.86,1659.86
ACH-0241,Art & Valuables Damage,,Condo,North America - US,CA,454.9,3,No,Yes,No,No,No,No damage at checkout,No,No photo/video evidence,23,Within Window - 48 Hrs or Less,7.7,No,0.0,2023-10-26,2023-10-27,1,1578.33,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0242,Pet Damage,,House,Asia Pacific,,2.4,5,No,No,No,Yes,Yes,No damage at checkout,Yes,Guest: checkout photo/video,133,Within Window - Days 3-7,0,N/A,0,2023-12-22,2023-12-24,2,395.04,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0243,Deep Cleaning Required,,Cabin,Europe - UK,,3.5,6,No,Yes,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,73,Within Window - Days 3-7,0,N/A,0,2023-09-20,2023-09-23,3,553.19,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0244,Linen/Bedding Stain,Torn Fabric,Condo,Australia/NZ,,1.4,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,115,Within Window - Days 3-7,0,N/A,0,2024-09-13,2024-09-15,2,151.81,Charged,Replacement,"Torn Fabric - Repair Costlier Than Replacement, Replace",151.81,151.81
ACH-0245,Deep Cleaning Required,,House,Europe - EU,,57.3,6,No,Yes,No,No,No,Pre-existing condition,No,No photo/video evidence,1,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-05,2023-10-10,5,489.55,Waived,N/A,No Evidence - Fast Reporting Supports Guest,0,0
ACH-0246,Scratch Damage,Minor Scratch,Condo,North America - US,NY,203.3,6,Yes,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,82,Within Window - Days 3-7,0,N/A,0,2024-08-11,2024-08-15,4,254.27,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0247,Scratch Damage,Minor Scratch,Cabin,North America - Canada,,5.8,1,Yes,No,Yes,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),25,Within Window - 48 Hrs or Less,0,N/A,0,2023-08-11,2023-08-14,3,292.47,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
ACH-0248,Furniture Damage,,House,Europe - UK,,7.9,5,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,0,Within Window - 48 Hrs or Less,4.5,Yes,0.54,2024-09-02,2024-09-04,2,2477.26,Charged,Replacement,"Damage Confirmed - Not Repairable, Replacement Required",1139.54,1139.54
ACH-0249,Appliance Damage,,Condo,Australia/NZ,,385.0,5,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,117,Within Window - Days 3-7,4.2,Yes,0.504,2024-09-15,2024-09-16,1,1574.22,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0250,Art & Valuables Damage,,House,North America - US,WA,70.0,7,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,123,Within Window - Days 3-7,4.6,No,0.0,2024-06-11,2024-06-12,1,11704.33,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0251,Missing Item,,Condo,North America - US,NY,139.1,1,Yes,No,No,No,No,No damage at checkout,No,No photo/video evidence,242,Within Window - Days 8-14,1.3,Yes,0.156,2023-12-13,2023-12-16,3,70.65,Waived,N/A,Ineligible - Incident Beyond 100m Radius of Listing,0,0
ACH-0252,Missing Item,,Cabin,Asia Pacific,,79.3,1,No,Yes,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),418,Outside 14-Day Window (Rejected),4.7,Yes,0.564,2024-08-29,2024-08-31,2,122.83,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0253,Electronics Damage,,Condo,Europe - EU,,14.3,2,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,411,Outside 14-Day Window (Rejected),4.7,Yes,0.564,2023-10-11,2023-10-21,10,2014.58,Waived,N/A,Claim Rejected - Reported Outside 14-Day Window,0,0
ACH-0254,Scratch Damage,Major Scratch (Affects Aesthetics),Cabin,Europe - UK,,69.2,2,No,No,No,No,No,No damage at checkout,Yes,Guest: checkout photo/video,19,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-12,2023-10-21,9,423.48,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",423.48,423.48
ACH-0255,Deep Cleaning Required,,Cabin,Asia Pacific,,59.4,3,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,102,Within Window - Days 3-7,0,N/A,0,2024-01-28,2024-01-30,2,422.4,Waived,N/A,Standard Liability Review - Reported Within 7 Days,0,0
ACH-0256,Wall/Ceiling Damage,Hole in Wall,House,North America - Canada,,0.4,7,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,188,Within Window - Days 8-14,0,N/A,0,2023-09-18,2023-10-01,13,2665.17,Charged,Reimbursement,Hole in Wall - Covered Under Wall/Ceiling Clause,2665.17,2665.17
ACH-0257,Linen/Bedding Stain,General Stain (washable),Cabin,North America - US,CA,2.1,6,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,165,Within Window - Days 3-7,0,N/A,0,2024-03-12,2024-03-14,2,111.24,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,111.24,111.24
ACH-0258,Wall/Ceiling Damage,Minor Scratch,Cabin,North America - US,AZ,1.4,6,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,149,Within Window - Days 3-7,0,N/A,0,2024-04-12,2024-05-03,21,1678.08,Waived,N/A,Wall Minor Scratch - Not Covered,0,0
ACH-0259,Electronics Damage,,Apartment,North America - US,NY,1.4,4,No,No,No,Yes,No,Pre-existing condition,No,No photo/video evidence,32,Within Window - 48 Hrs or Less,1.6,Yes,0.192,2024-02-05,2024-02-08,3,993.15,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,802.47,802.47
ACH-0260,Furniture Damage,,Cabin,North America - US,CO,14.3,1,No,No,No,No,No,Pre-existing condition,No,No photo/video evidence,149,Within Window - Days 3-7,3.6,Yes,0.432,2024-04-21,2024-04-23,2,937.38,Charged,Reimbursement,No Evidence - Delayed Reporting Weakens Guest Claim,532.43,532.43
ACH-0261,Furniture Damage,,Apartment,North America - Canada,,16.8,6,No,No,No,No,No,Pre-existing condition,Yes,Guest: checkin photo/video (claims pre-existing),75,Within Window - Days 3-7,2.3,Yes,0.276,2024-07-02,2024-07-04,2,2785.63,Waived,N/A,Guest Evidence Verified - Pre-existing Confirmed,0,0
ACH-0262,Appliance Damage,,Cabin,North America - US,CA,15.0,4,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,10,Within Window - 48 Hrs or Less,6.2,Yes,0.744,2023-10-24,2023-10-28,4,872.64,Charged,Repair,"Damage Confirmed - Repairable, Repair Recommended",88.14,88.14
ACH-0263,Carpet/Flooring Damage,,Villa,North America - Canada,,8.0,6,No,No,Yes,Yes,No,No damage at checkout,Yes,Guest: checkout photo/video,20,Within Window - 48 Hrs or Less,0,N/A,0,2023-10-06,2023-10-24,18,3745.28,Waived,N/A,Guest Evidence Verified - Checkout Condition Confirmed,0,0
ACH-0264,Scratch Damage,Major Scratch (Affects Aesthetics),House,North America - Canada,,10.8,7,No,No,No,Yes,No,No damage at checkout,No,No photo/video evidence,18,Within Window - 48 Hrs or Less,0,N/A,0,2024-05-19,2024-06-04,16,34.48,Charged,Repair,"Major Scratch - Affects Aesthetics, Repair Recommended",34.48,34.48
ACH-0265,Scratch Damage,Minor Scratch,Villa,Asia Pacific,,8.9,5,No,No,No,No,No,No damage at checkout,No,No photo/video evidence,1,Within Window - 48 Hrs or Less,0,N/A,0,2024-08-20,2024-08-28,8,596.64,Waived,N/A,Minor Scratch - Normal Wear and Tear,0,0
